id,postcode,latitude,longitude
2259,SE15,51.47189,-0.06468
2260,SE16,51.49597,-0.05213
2261,SE17,51.48764,-0.09282
2262,SE18,51.48391,0.07412
2263,SE19,51.41735,-0.08424
2264,SE2,51.48943,0.11759
2265,SE20,51.41151,-0.05716
2266,SE21,51.43807,-0.08626
2267,SE22,51.45401,-0.07119
2268,SE23,51.44015,-0.04875
2269,SE24,51.45446,-0.09853
2270,SE25,51.39742,-0.07501
2271,SE26,51.42674,-0.05364
2272,SE27,51.43022,-0.10097
2273,SE28,51.50219,0.10809
2274,SE3,51.46866,0.02015
2275,SE4,51.46058,-0.03348
2276,SE5,51.47322,-0.09055
2277,SE6,51.43777,-0.01432
2278,SE7,51.48369,0.03521
2279,SE8,51.48118,-0.02828
2280,SE9,51.44465,0.05651
2281,SG1,51.91103,-0.19417
2282,SG10,51.84460,0.07178
2283,SG11,51.88125,0.03278
2284,SG12,51.81375,-0.01669
2285,SG13,51.78673,-0.06863
2286,SG14,51.80688,-0.09098
2287,SG15,52.01276,-0.26149
2288,SG16,52.01507,-0.29638
2289,SG17,52.03445,-0.33063
2290,SG18,52.08208,-0.26609
2291,SG19,52.13925,-0.24049
2292,SG2,51.89620,-0.16569
2293,SG3,51.86046,-0.18022
2294,SG4,51.92100,-0.25922
2295,SG5,51.96727,-0.28654
2296,SG6,51.97888,-0.22057
2297,SG7,52.00335,-0.17443
2298,SG8,52.06369,-0.01293
2299,SG9,51.94580,-0.00796
2300,SK1,53.40736,-2.15044
2301,SK10,53.27793,-2.12899
2302,SK11,53.24646,-2.14238
2303,SK12,53.35169,-2.09165
2304,SK13,53.44790,-1.96386
2305,SK14,53.45149,-2.05422
2306,SK15,53.48655,-2.04672
2307,SK16,53.47395,-2.08137
2308,SK17,53.24378,-1.87861
2309,SK2,53.39480,-2.13235
2310,SK22,53.37240,-1.98497
2311,SK23,53.32744,-1.94895
2312,SK3,53.39835,-2.16996
2313,SK4,53.41901,-2.17908
2314,SK5,53.43433,-2.15204
2315,SK6,53.40563,-2.07973
2316,SK7,53.36962,-2.14129
2317,SK8,53.37941,-2.20748
2318,SK9,53.32723,-2.22975
2319,SL0,51.52431,-0.51371
2320,SL1,51.51751,-0.61916
2321,SL2,51.53350,-0.60281
2322,SL3,51.49961,-0.55198
2323,SL4,51.47530,-0.62475
2324,SL5,51.40468,-0.66138
2325,SL6,51.52231,-0.72569
2326,SL7,51.57411,-0.77620
2327,SL8,51.57786,-0.70682
2328,SL9,51.59677,-0.55467
2329,SM1,51.36599,-0.19127
2330,SM2,51.35258,-0.19611
2331,SM3,51.36992,-0.21267
2332,SM4,51.39219,-0.19886
2333,SM5,51.36741,-0.16679
2334,SM6,51.35984,-0.14267
2335,SM7,51.32296,-0.20014
2336,SN1,51.55689,-1.77351
2337,SN10,51.33589,-1.98708
2338,SN11,51.43931,-1.99856
2339,SN12,51.37178,-2.13649
2340,SN13,51.42383,-2.21001
2341,SN14,51.47511,-2.19440
2342,SN15,51.47255,-2.07920
2343,SN16,51.59304,-2.08951
2344,SN2,51.57939,-1.78206
2345,SN25,51.59110,-1.79644
2346,SN26,51.61086,-1.78335
2347,SN3,51.56132,-1.74319
2348,SN4,51.53089,-1.81978
2349,SN5,51.56509,-1.83696
2350,SN6,51.62067,-1.74141
2351,SN7,51.64892,-1.56345
2352,SN8,51.40741,-1.68510
2353,SN9,51.32400,-1.78614
2354,SO14,50.90805,-1.39546
2355,SO15,50.91629,-1.42381
2356,SO16,50.93521,-1.43069
2357,SO17,50.92603,-1.39380
2358,SO18,50.92405,-1.35968
2359,SO19,50.90244,-1.35429
2360,SO20,51.11361,-1.50422
2361,SO21,51.07488,-1.31334
2362,SO22,51.06509,-1.33204
2363,SO23,51.06765,-1.30774
2364,SO24,51.08367,-1.14615
2365,SO30,50.91924,-1.30568
2366,SO31,50.86882,-1.29506
2367,SO32,50.94740,-1.20845
2368,SO40,50.91484,-1.50065
2369,SO41,50.75502,-1.56473
2370,SO42,50.80976,-1.53442
2371,SO43,50.88729,-1.58341
2372,SO45,50.84778,-1.39340
2373,SO50,50.96890,-1.33912
2374,SO51,50.99400,-1.50407
2375,SO52,50.97663,-1.44015
2376,SO53,50.98442,-1.38022
2377,SP1,51.07400,-1.78873
2378,SP10,51.21065,-1.48314
2379,SP11,51.22696,-1.51303
2380,SP2,51.07406,-1.82441
2381,SP3,51.10117,-2.00571
2382,SP4,51.16479,-1.76400
2383,SP5,51.02271,-1.77185
2384,SP6,50.93553,-1.80074
2385,SP7,51.00390,-2.18245
2386,SP8,51.03696,-2.28956
2387,SP9,51.23018,-1.66053
2388,SR1,54.90695,-1.37919
2389,SR2,54.88716,-1.37638
2390,SR3,54.87747,-1.41549
2391,SR4,54.90088,-1.42451
2392,SR5,54.92334,-1.42419
2393,SR6,54.93480,-1.37876
2394,SR7,54.83046,-1.36168
2395,SR8,54.76650,-1.33471
2396,SR9,54.90243,-1.37458
2397,SS0,51.54602,0.69146
2398,SS1,51.53697,0.73275
2399,SS11,51.61510,0.53807
2400,SS12,51.60556,0.52164
2401,SS13,51.57433,0.50981
2402,SS14,51.57507,0.47521
2403,SS15,51.57687,0.43200
2404,SS16,51.56201,0.45430
2405,SS17,51.52093,0.44055
2406,SS2,51.54991,0.71766
2407,SS3,51.54276,0.79224
2408,SS4,51.59406,0.71452
2409,SS5,51.60722,0.65030
2410,SS6,51.58746,0.60872
2411,SS7,51.56202,0.57984
2412,SS8,51.52220,0.59057
2413,SS9,51.55409,0.65298
2414,ST1,53.02616,-2.17148
2415,ST10,52.98942,-1.96275
2416,ST11,52.96693,-2.06552
2417,ST12,52.94795,-2.17117
2418,ST13,53.10090,-2.01793
2419,ST14,52.90304,-1.86767
2420,ST15,52.90033,-2.14719
2421,ST16,52.81315,-2.11871
2422,ST17,52.78890,-2.09936
2423,ST18,52.81408,-2.08161
2424,ST19,52.71243,-2.14656
2425,ST2,53.02711,-2.13570
2426,ST20,52.79854,-2.26255
2427,ST21,52.86777,-2.25851
2428,ST3,52.98037,-2.12214
2429,ST4,52.99468,-2.18328
2430,ST5,53.01526,-2.23703
2431,ST6,53.05760,-2.18951
2432,ST7,53.08802,-2.26580
2433,ST8,53.11517,-2.16735
2434,ST9,53.05052,-2.09847
2435,SW1,51.49558,-0.13860
2436,SW10,51.48365,-0.18086
2437,SW11,51.46630,-0.16427
2438,SW12,51.44536,-0.14784
2439,SW13,51.47473,-0.24458
2440,SW14,51.46514,-0.26511
2441,SW15,51.45734,-0.22509
2442,SW16,51.42165,-0.12722
2443,SW17,51.43030,-0.16283
2444,SW18,51.44960,-0.18941
2445,SW19,51.42284,-0.20341
2446,SW1A,51.50265,-0.13111
2447,SW1E,51.49737,-0.13853
2448,SW1H,51.49818,-0.13273
2449,SW1P,51.49548,-0.13284
2450,SW1V,51.49016,-0.13738
2451,SW1W,51.49302,-0.14735
2452,SW1X,51.49760,-0.15293
2453,SW1Y,51.50539,-0.13388
2454,SW2,51.44939,-0.11889
2455,SW20,51.41058,-0.22547
2456,SW3,51.48969,-0.16477
2457,SW4,51.46045,-0.13571
2458,SW5,51.49005,-0.18781
2459,SW6,51.47675,-0.19986
2460,SW7,51.49614,-0.17460
2461,SW8,51.47566,-0.13077
2462,SW9,51.46907,-0.11232
2463,SY1,52.72280,-2.74039
2464,SY10,52.83579,-3.12089
2465,SY11,52.86630,-3.02808
2466,SY12,52.90335,-2.89364
2467,SY13,52.95147,-2.68921
2468,SY14,53.02924,-2.76203
2469,SY15,52.55518,-3.12995
2470,SY16,52.52004,-3.31183
2471,SY17,52.51644,-3.46501
2472,SY18,52.44076,-3.54784
2473,SY19,52.57388,-3.61156
2474,SY2,52.70669,-2.72827
2475,SY20,52.61405,-3.81838
2476,SY21,52.65784,-3.20505
2477,SY22,52.75604,-3.18553
2478,SY23,52.38184,-4.05129
2479,SY24,52.47045,-4.02302
2480,SY25,52.23810,-3.93626
2481,SY3,52.69923,-2.76959
2482,SY4,52.79556,-2.75052
2483,SY5,52.65299,-2.82791
2484,SY6,52.53906,-2.79038
2485,SY7,52.42508,-2.88688
2486,SY8,52.36523,-2.69474
2487,SY9,52.49803,-2.98558
2488,TA1,51.01234,-3.10203
2489,TA10,51.03262,-2.82438
2490,TA11,51.06039,-2.70214
2491,TA12,50.97452,-2.77207
2492,TA13,50.94638,-2.81004
2493,TA14,50.94588,-2.75024
2494,TA15,50.95058,-2.71757
2495,TA16,50.90693,-2.79229
2496,TA17,50.90753,-2.83497
2497,TA18,50.88269,-2.78619
2498,TA19,50.93392,-2.91373
2499,TA2,51.03303,-3.10109
2500,TA20,50.87329,-2.96087
2501,TA21,50.97673,-3.24507
2502,TA22,51.04510,-3.54509
2503,TA23,51.16171,-3.35160
2504,TA24,51.18137,-3.50957
2505,TA3,50.99403,-3.03889
2506,TA4,51.07092,-3.26758
2507,TA5,51.14633,-3.10379
2508,TA6,51.12479,-2.99895
2509,TA7,51.12999,-2.91187
2510,TA8,51.24445,-2.99294
2511,TA9,51.22588,-2.95530
2512,TD1,55.62390,-2.80997
2513,TD10,55.71203,-2.44887
2514,TD11,55.78792,-2.31578
2515,TD12,55.65331,-2.23840
2516,TD13,55.92975,-2.36975
2517,TD14,55.86735,-2.12305
2518,TD15,55.74699,-2.01275
2519,TD2,55.73300,-2.75330
2520,TD3,55.70073,-2.57127
2521,TD4,55.64182,-2.67051
2522,TD5,55.58723,-2.41571
2523,TD6,55.58238,-2.69330
2524,TD7,55.53631,-2.87156
2525,TD8,55.47531,-2.54111
2526,TD9,55.39766,-2.77533
2527,TF1,52.70246,-2.50323
2528,TF10,52.76943,-2.38541
2529,TF11,52.66253,-2.35933
2530,TF12,52.61175,-2.48003
2531,TF13,52.57803,-2.58150
2532,TF2,52.70002,-2.43956
2533,TF3,52.66404,-2.44363
2534,TF4,52.66125,-2.46726
2535,TF5,52.71490,-2.53594
2536,TF6,52.73550,-2.55397
2537,TF7,52.63525,-2.44925
2538,TF8,52.62974,-2.47875
2539,TF9,52.89770,-2.46832
2540,TN1,51.13490,0.27002
2541,TN10,51.21013,0.28661
2542,TN11,51.20597,0.26922
2543,TN12,51.17194,0.44067
2544,TN13,51.27593,0.18519
2545,TN14,51.29525,0.16172
2546,TN15,51.29951,0.26953
2547,TN16,51.29362,0.05262
2548,TN17,51.09610,0.53810
2549,TN18,51.04328,0.52665
2550,TN19,51.00262,0.40754
2551,TN2,51.13726,0.28729
2552,TN20,51.02633,0.25615
2553,TN21,50.95871,0.26427
2554,TN22,50.98067,0.10005
2555,TN23,51.13902,0.86075
2556,TN24,51.14917,0.88712
2557,TN25,51.14426,0.93972
2558,TN26,51.09988,0.80547
2559,TN27,51.16519,0.70642
2560,TN28,50.98202,0.95226
2561,TN29,50.99327,0.93444
2562,TN3,51.12265,0.25227
2563,TN30,51.06195,0.69753
2564,TN31,50.96233,0.68748
2565,TN32,50.97930,0.49040
2566,TN33,50.91032,0.47676
2567,TN34,50.86393,0.58374
2568,TN35,50.88036,0.61309
2569,TN36,50.92061,0.70216
2570,TN37,50.87168,0.55858
2571,TN38,50.86297,0.54531
2572,TN39,50.84602,0.45488
2573,TN4,51.14590,0.25912
2574,TN40,50.84449,0.48463
2575,TN5,51.06471,0.36223
2576,TN6,51.05216,0.17464
2577,TN7,51.09204,0.10938
2578,TN8,51.19420,0.07969
2579,TN9,51.19053,0.27705
2580,TQ1,50.47156,-3.52209
2581,TQ10,50.42412,-3.81906
2582,TQ11,50.48137,-3.78179
2583,TQ12,50.52882,-3.61142
2584,TQ13,50.59296,-3.71817
2585,TQ14,50.55002,-3.50626
2586,TQ2,50.47398,-3.54331
2587,TQ3,50.44298,-3.57469
2588,TQ4,50.42326,-3.56982
2589,TQ5,50.39151,-3.52234
2590,TQ6,50.34655,-3.58837
2591,TQ7,50.28256,-3.78278
2592,TQ8,50.23686,-3.77125
2593,TQ9,50.41619,-3.68924
2594,TR1,50.26241,-5.05347
2595,TR10,50.16624,-5.11736
2596,TR11,50.14907,-5.08684
2597,TR12,50.04310,-5.17923
2598,TR13,50.10945,-5.28435
2599,TR14,50.20987,-5.29686
2600,TR15,50.23225,-5.23669
2601,TR16,50.23272,-5.21988
2602,TR17,50.12482,-5.46735
2603,TR18,50.11630,-5.54089
2604,TR19,50.10012,-5.62783
2605,TR2,50.25334,-4.95186
2606,TR20,50.13138,-5.48882
2607,TR21,49.92936,-6.25622
2608,TR22,49.89192,-6.34346
2609,TR23,49.95281,-6.35174
2610,TR24,49.95528,-6.33383
2611,TR25,49.96401,-6.29276
2612,TR26,50.20276,-5.47860
2613,TR27,50.18162,-5.40280
2614,TR3,50.21684,-5.10944
2615,TR4,50.28359,-5.13626
2616,TR5,50.30819,-5.19127
2617,TR6,50.34167,-5.15134
2618,TR7,50.41304,-5.07300
2619,TR8,50.39869,-5.03689
2620,TR9,50.41387,-4.93648
2621,TS1,54.57179,-1.23733
2622,TS10,54.60656,-1.06791
2623,TS11,54.58734,-1.02501
2624,TS12,54.56258,-0.96528
2625,TS13,54.54989,-0.85427
2626,TS14,54.53189,-1.06034
2627,TS15,54.49144,-1.32992
2628,TS16,54.52393,-1.35257
2629,TS17,54.53713,-1.30289
2630,TS18,54.56241,-1.32257
2631,TS19,54.57781,-1.34398
2632,TS2,54.58436,-1.23555
2633,TS20,54.58572,-1.31290
2634,TS21,54.62676,-1.42529
2635,TS22,54.61809,-1.31390
2636,TS23,54.60803,-1.28465
2637,TS24,54.69655,-1.21016
2638,TS25,54.66338,-1.22321
2639,TS26,54.68768,-1.22895
2640,TS27,54.72309,-1.28728
2641,TS28,54.72536,-1.37265
2642,TS29,54.71032,-1.41945
2643,TS3,54.56073,-1.19578
2644,TS4,54.55551,-1.22217
2645,TS5,54.55120,-1.25008
2646,TS6,54.56583,-1.15236
2647,TS7,54.53369,-1.18394
2648,TS8,54.52141,-1.23054
2649,TS9,54.46614,-1.16368
2650,TW1,51.44982,-0.32470
2651,TW10,51.44949,-0.30168
2652,TW11,51.42653,-0.33131
2653,TW12,51.42166,-0.36888
2654,TW13,51.43828,-0.39995
2655,TW14,51.45202,-0.41818
2656,TW15,51.43002,-0.45491
2657,TW16,51.41510,-0.41514
2658,TW17,51.39753,-0.44594
2659,TW18,51.42800,-0.50677
2660,TW19,51.45221,-0.50166
2661,TW2,51.44657,-0.34929
2662,TW20,51.42674,-0.54997
2663,TW3,51.46742,-0.36149
2664,TW4,51.46593,-0.38314
2665,TW5,51.48029,-0.38120
2666,TW6,51.46948,-0.44638
2667,TW7,51.47331,-0.33248
2668,TW8,51.48552,-0.30611
2669,TW9,51.46736,-0.29382
2670,UB1,51.51435,-0.37278
2671,UB10,51.54780,-0.45236
2672,UB11,51.51909,-0.45766
2673,UB2,51.49915,-0.37909
2674,UB3,51.50513,-0.42211
2675,UB4,51.52381,-0.40704
2676,UB5,51.54315,-0.37464
2677,UB6,51.53911,-0.34306
2678,UB7,51.50576,-0.46964
2679,UB8,51.53458,-0.47300
2680,UB9,51.58157,-0.49019
2681,W1,51.51452,-0.14215
2682,W10,51.52103,-0.21397
2683,W11,51.51189,-0.20424
2684,W12,51.50777,-0.22890
2685,W13,51.51270,-0.31951
2686,W14,51.49488,-0.20923
2687,W1B,51.51357,-0.13931
2688,W1C,51.51371,-0.14795
2689,W1D,51.51344,-0.13066
2690,W1F,51.51261,-0.13502
2691,W1G,51.51818,-0.14633
2692,W1H,51.51659,-0.15936
2693,W1J,51.50735,-0.14388
2694,W1K,51.51104,-0.14950
2695,W1M,51.51823,-0.14921
2696,W1S,51.51090,-0.14086
2697,W1T,51.51980,-0.13473
2698,W1U,51.51827,-0.15209
2699,W1W,51.51897,-0.13909
2700,W2,51.51508,-0.17816
2701,W3,51.50925,-0.26775
2702,W4,51.49118,-0.26268
2703,W5,51.51243,-0.30078
2704,W6,51.49246,-0.22805
2705,W7,51.51110,-0.33398
2706,W8,51.50003,-0.19317
2707,W9,51.52607,-0.19070
2708,WA1,53.39442,-2.56850
2709,WA10,53.45362,-2.75454
2710,WA11,53.47721,-2.71879
2711,WA12,53.45343,-2.63104
2712,WA13,53.38226,-2.46911
2713,WA14,53.38624,-2.35788
2714,WA15,53.38364,-2.32478
2715,WA16,53.30260,-2.37068
2716,WA2,53.41054,-2.58075
2717,WA3,53.45384,-2.54821
2718,WA4,53.36472,-2.57412
2719,WA5,53.39857,-2.63624
2720,WA6,53.27222,-2.72285
2721,WA7,53.32987,-2.70280
2722,WA8,53.37189,-2.74107
2723,WA9,53.43676,-2.71811
2724,WC1,51.52139,-0.12169
2725,WC1A,51.51694,-0.12475
2726,WC1B,51.51876,-0.12612
2727,WC1E,51.52065,-0.13181
2728,WC1H,51.52415,-0.12590
2729,WC1N,51.52136,-0.12025
2730,WC1R,51.51860,-0.11604
2731,WC1V,51.51685,-0.11899
2732,WC1X,51.52489,-0.11578
2733,WC2,51.51332,-0.12346
2734,WC2A,51.51588,-0.11471
2735,WC2B,51.51510,-0.12195
2736,WC2E,51.51242,-0.12350
2737,WC2H,51.51339,-0.12778
2738,WC2N,51.50975,-0.12505
2739,WC2R,51.51145,-0.11921
2740,WD1,51.64692,-0.39984
2741,WD17,51.66138,-0.40512
2742,WD18,51.64801,-0.41426
2743,WD19,51.63150,-0.39027
2744,WD2,51.66730,-0.37743
2745,WD23,51.64554,-0.36520
2746,WD24,51.67027,-0.39757
2747,WD25,51.68363,-0.38842
2748,WD3,51.64530,-0.48085
2749,WD4,51.70882,-0.45556
2750,WD5,51.70470,-0.41662
2751,WD6,51.65684,-0.27514
2752,WD7,51.68611,-0.30876
2753,WF1,53.68684,-1.49117
2754,WF10,53.72388,-1.34370
2755,WF11,53.71078,-1.25602
2756,WF12,53.68373,-1.61992
2757,WF13,53.69279,-1.64559
2758,WF14,53.68034,-1.69263
2759,WF15,53.70822,-1.69849
2760,WF16,53.70994,-1.66817
2761,WF17,53.71885,-1.64082
2762,WF2,53.67254,-1.51102
2763,WF3,53.72294,-1.52408
2764,WF4,53.64741,-1.51888
2765,WF5,53.67998,-1.57605
2766,WF6,53.69997,-1.41375
2767,WF7,53.66639,-1.35065
2768,WF8,53.68497,-1.29887
2769,WF9,53.60599,-1.31983
2770,WN1,53.55414,-2.62650
2771,WN2,53.53639,-2.58248
2772,WN3,53.52888,-2.64423
2773,WN4,53.49473,-2.64221
2774,WN5,53.53135,-2.68501
2775,WN6,53.57369,-2.66908
2776,WN7,53.49803,-2.51712
2777,WN8,53.55242,-2.76838
2778,WR1,52.19713,-2.21656
2779,WR10,52.11459,-2.06426
2780,WR11,52.09481,-1.92847
2781,WR12,52.04261,-1.87314
2782,WR13,52.09433,-2.34161
2783,WR14,52.11328,-2.31839
2784,WR15,52.30476,-2.56764
2785,WR2,52.18989,-2.24139
2786,WR3,52.21603,-2.21079
2787,WR4,52.20438,-2.18440
2788,WR5,52.17738,-2.19891
2789,WR6,52.22732,-2.37045
2790,WR7,52.19642,-2.05268
2791,WR8,52.08207,-2.20287
2792,WR9,52.26826,-2.15682
2793,WS1,52.57945,-1.97786
2794,WS10,52.56057,-2.02065
2795,WS11,52.68914,-2.01776
2796,WS12,52.70623,-1.99852
2797,WS13,52.69170,-1.81800
2798,WS14,52.66292,-1.81368
2799,WS15,52.75834,-1.91701
2800,WS2,52.58845,-2.00148
2801,WS3,52.61812,-1.98966
2802,WS4,52.60552,-1.95865
2803,WS5,52.56776,-1.95869
2804,WS6,52.65767,-2.02218
2805,WS7,52.68012,-1.91272
2806,WS8,52.64597,-1.93348
2807,WS9,52.60910,-1.91729
2808,WV1,52.58569,-2.11514
2809,WV10,52.61716,-2.11227
2810,WV11,52.61000,-2.07089
2811,WV12,52.60552,-2.03987
2812,WV13,52.58484,-2.06052
2813,WV14,52.55695,-2.07818
2814,WV15,52.51593,-2.37435
2815,WV16,52.51120,-2.44062
2816,WV2,52.57400,-2.11806
2817,WV3,52.57936,-2.15054
2818,WV4,52.56229,-2.14163
2819,WV5,52.53342,-2.20936
2820,WV6,52.59550,-2.18161
2821,WV7,52.63309,-2.27043
2822,WV8,52.62337,-2.18320
2823,WV9,52.63332,-2.14039
2824,YO1,53.95857,-1.08090
2825,YO10,53.95031,-1.05822
2826,YO11,54.26511,-0.39535
2827,YO12,54.27356,-0.42267
2828,YO13,54.28798,-0.49587
2829,YO14,54.19903,-0.29672
2830,YO15,54.09390,-0.17715
2831,YO16,54.09514,-0.20004
2832,YO17,54.13631,-0.75397
2833,YO18,54.25870,-0.76717
2834,YO19,53.91046,-1.02105
2835,YO21,54.47654,-0.71123
2836,YO22,54.45038,-0.62104
2837,YO23,53.92562,-1.12122
2838,YO24,53.94624,-1.11469
2839,YO25,54.00465,-0.41302
2840,YO26,53.97452,-1.17204
2841,YO30,53.98579,-1.11385
2842,YO31,53.96923,-1.06389
2843,YO32,54.01143,-1.05837
2844,YO41,53.96966,-0.90227
2845,YO42,53.92274,-0.79080
2846,YO43,53.84976,-0.68952
2847,YO51,54.08182,-1.37628
2848,YO60,54.08237,-0.94057
2849,YO61,54.11579,-1.19370
2850,YO62,54.24282,-0.99325
2851,YO7,54.22370,-1.34960
2852,YO8,53.78130,-1.05745
2853,ZE1,60.15232,-1.16779
2854,ZE2,60.33047,-1.22484
2855,ZE3,59.88369,-1.30316
2856,W1A,51.518562,-0.143799
2857,BL11,53.576178,-2.428677
2858,BL78,53.571716,-2.416294
2859,BN50,50.823442,-0.140396
2860,BN51,50.804823,-0.058672
2861,BN52,50.829256,-0.168416
2862,BN88,50.831246,-0.140438
2863,BN99,50.820239,-0.379944
2864,BS80,51.521874,-2.572469
2865,BS98,51.459068,-2.581532
2866,CA95,54.644668,-3.56645
2867,CF30,51.519635,-3.119562
2868,CF91,51.465745,-3.193634
2869,CF95,51.481196,-3.171039
2870,CF99,51.464366,-3.161654
2871,CH25,53.396972,-3.011914
2872,CH26,53.365697,-3.065921
2873,CH27,53.418339,-3.033129
2874,CH28,53.400433,-3.111956
2875,CH29,53.390338,-3.179391
2876,CH30,53.379056,-3.098456
2877,CH31,53.329738,-3.098885
2878,CH32,53.361945,-2.99765
2879,CH33,53.29055,-3.062639
2880,CH34,53.281708,-2.908126
2881,CH70,53.192746,-2.92259
2882,CH88,53.179571,-2.893891
2883,CH99,53.178328,-2.894104
2884,CM99,51.735856,0.473009
2885,CT50,51.075701,1.149115
2886,CW98,53.089331,-2.431667
2887,DE99,52.915455,-1.46108
2888,DH97,54.779259,-1.578053
2889,DH98,54.934641,-1.615103
2890,DH99,54.786173,-1.557144
2891,DN55,53.512922,-1.125721
2892,E77,51.513948,-0.069129
2893,E98,51.513678,-0.060885
2894,EC1P,51.524503,-0.112088
2895,EC4P,51.524503,-0.112088
2896,EC50,51.524503,-0.112088
2897,EH91,55.923228,-3.305118
2898,EH95,55.978621,-3.25352
2899,EH99,55.955591,-3.17611
2900,FY0,53.754603,-3.00801
2901,G58,55.848424,-4.277233
2902,G70,55.949409,-3.988955
2903,G75,55.729059,-4.186465
2904,G79,55.771004,-4.223076
2905,G9,55.868635,-4.241903
2906,G90,55.872226,-4.233913
2907,GU95,51.326293,-0.763075
2908,IP98,52.376705,1.116422
2909,KY99,56.059361,-3.444143
2910,L67,53.42897,-2.958583
2911,L68,53.473055,-2.96069
2912,L71,53.439492,-2.971429
2913,L72,53.4803,-2.988368
2914,L73,53.406399,-2.975554
2915,L74,53.393801,-2.988061
2916,L75,53.438613,-2.985222
2917,LE21,52.632649,-1.125237
2918,LE41,52.654113,-1.121497
2919,LE55,52.690357,-1.290318
2920,LE87,52.596957,-1.154074
2921,LE94,52.483686,-0.905523
2922,LE95,52.606176,-1.19056
2923,LS88,53.750785,-1.538965
2924,LS98,53.778778,-1.525004
2925,LS99,53.78669,-1.592793
2926,M50,53.479393,-2.304275
2927,M99,53.484512,-2.234866
2928,MK77,52.042089,-0.81887
2929,N1P,51.538425,-0.103278
2930,NE82,54.938084,-1.615518
2931,NE83,54.934641,-1.615103
2932,NE85,54.921656,-1.554823
2933,NE88,54.941776,-1.614988
2934,NE92,54.941776,-1.614988
2935,NE98,54.972045,-1.598706
2936,NG70,53.154588,-1.186926
2937,NG80,52.916642,-1.159018
2938,NG90,52.927165,-1.191062
2939,NW1W,51.530784,-0.13543
2940,OL95,53.556338,-2.105401
2941,PH37,56.816195,-5.528405
2942,PL95,50.364357,-4.104633
2943,PR0,53.758805,-2.683907
2944,PR11,53.778126,-2.685436
2945,S49,53.234341,-1.435594
2946,S96,53.403018,-1.427504
2947,S97,53.456228,-1.382546
2948,S98,53.386626,-1.455184
2949,S99,53.404294,-1.430992
2950,SA80,51.647958,-3.924033
2951,SA99,51.669997,-3.945445
2952,SE1P,51.492762,-0.080152
2953,SL95,51.497866,-0.532544
2954,SN38,51.562764,-1.795298
2955,SN99,51.556458,-1.755879
2956,SS22,51.55698,0.706823
2957,SS99,51.561368,0.608499
2958,ST55,53.014751,-2.241151
2959,SW99,51.472256,-0.115797
2960,TR93,50.129387,-5.50275
2961,UB18,51.500719,-0.402684
2962,WA55,53.401776,-2.619046
2963,WA88,53.367973,-2.768674
2964,WR78,52.197683,-2.223496
2965,WR99,52.201033,-2.214399
2966,YO90,53.9601,-1.089339
2967,YO91,53.976598,-1.070367
2968,E20,51.538611,-0.016389
2969,B99,52.495953,-1.894214
2970,BB94,53.915243,-2.138033
2971,BD97,53.850509,-1.837421
2972,BD98,53.837717,-1.780013
2973,BD99,53.79447,-1.766539
2974,SL60,51.518556,-0.714794
2975,WF90,0,0
2976,N81,0,0
2977,SW95,0,0
2978,RH77,0,0
2979,WD99,0,0
2980,CR90,0,0
2981,SY99,0,0
2982,M61,0,0
2983,SO97,0,0
2984,ME99,0,0
2985,CR44,0,0
2986,PE99,0,0
2987,CM92,0,0
2988,CM98,0,0
2989,AB99,0,0
2990,NW26,0,0
2991,NR99,0,0
2992,N1C,0,0
2993,CA99,54.890923,-2.943847
2994,IV99,57.481338,-4.223951
2995,BN91,0,0
2997,SO25,0,0
2998,DL98,0,0
2999,EN77,0,0
3000,WV99,0,0
3001,WV98,0,0
3002,S95,0,0
3003,PA80,0,0
3004,L80,0,0
3005,BS0,0,0
